,title,keywords,id,genres,cast,director,soup
3677,Hostel,bathroom sex amsterdam europe brothel,1690,Horror,Jay Hernandez Derek Richardson Eythor Gudjonsson Barbara Nedeljakova Jana Kaderabkova,Eli Roth,hostel bathroom sex amsterdam europ brothel 1690 horror jay hernandez derek richardson eythor gudjonsson barbara nedeljakova jana kaderabkova eli roth
3678,A Cock and Bull Story,adaptation film in a film,8435,Comedy Drama,Steve Coogan Rob Brydon Keeley Hawes Shirley Henderson Raymond Waring,Michael Winterbottom,a cock and bull stori adapt film in a film 8435 comedi drama steve coogan rob brydon keeley haw shirley henderson raymond ware michael winterbottom
3679,Take Shelter,shelter end of the world sanity apocalypse,64720,Thriller Drama,Michael Shannon Jessica Chastain Katy Mixon Shea Whigham Ray McKinnon,Jeff Nichols,take shelter shelter end of the world saniti apocalyps 64720 thriller drama michael shannon jessica chastain kati mixon shea whigham ray mckinnon jeff nichol
3680,Lady in White,small town boy murder maniac ghost,49365,Horror Thriller,Lukas Haas Len Cariou Alex Rocco Katherine Helmond Jason Presson,Frank LaLoggia,ladi in white small town boy murder maniac ghost 49365 horror thriller luka haa len cariou alex rocco katherin helmond jason presson frank laloggia
3681,Driving Lessons,auto autoritian education independent film teacher,11404,Drama Comedy,Laura Linney Rupert Grint Julie Walters Michelle Duncan Oliver Milburn,Jeremy Brock,drive lesson auto autoritian educ independ film teacher 11404 drama comedi laura linney rupert grint juli walter michel duncan oliv milburn jeremi brock
3682,Let's Kill Ward's Wife,wife murder murder plot,300706,Comedy,Patrick Wilson Scott Foley Amy Acker Donald Faison Dagmara Domi\u0144czyk,Scott Foley,let' kill ward' wife wife murder murder plot 300706 comedi patrick wilson scott foley ami acker donald faison dagmara domi\u0144czyk scott foley
3683,The Texas Chainsaw Massacre 2,hammer gore slasher chainsaw b horror,16337,Horror,Dennis Hopper Caroline Williams Jim Siedow Bill Moseley Bill Johnson,Tobe Hooper,the texa chainsaw massacr 2 hammer gore slasher chainsaw b horror 16337 horror denni hopper carolin william jim siedow bill moseley bill johnson tobe hooper
3684,Pat Garrett & Billy the Kid,sheriff aging billy the kid lawlessness gun battle,11577,Western,James Coburn Kris Kristofferson Richard Jaeckel Katy Jurado Chill Wills,Sam Peckinpah,pat garrett & billi the kid sheriff age billi the kid lawless gun battl 11577 western jame coburn kri kristofferson richard jaeckel kati jurado chill will sam peckinpah
3685,Only God Forgives,bangkok suicidal arthouse neo-noir drug trafficker,77987,Drama Thriller Crime,Ryan Gosling Kristin Scott Thomas Gordon Brown Tom Burke Vithaya Pansringarm,Nicolas Winding Refn,onli god forgiv bangkok suicid arthous neo-noir drug traffick 77987 drama thriller crime ryan gosl kristin scott thoma gordon brown tom burk vithaya pansringarm nicola wind refn
3686,Camping Sauvage,,40185,Drama Romance,Denis Lavant Isild Le Besco Pascal Bongard Jean-Michel Guerin Martine Demaret,Christophe Ali,camp sauvag nan 40185 drama romanc deni lavant isild le besco pascal bongard jean-michel guerin martin demaret christoph ali
3687,Without Men,woman director,68202,Comedy Romance,Eva Longoria Christian Slater Oscar Nunez Kate del Castillo M\u00f3nica Huarte,Gabriela Tagliavini,without men woman director 68202 comedi romanc eva longoria christian slater oscar nunez kate del castillo m\u00f3nica huart gabriela tagliavini
3688,Dear Frankie,scotland father son relationship single parent loss of father violent father,8981,Drama Family,Gerard Butler Emily Mortimer Jack McElhone Sharon Small Katy Murphy,Shona Auerbach,dear franki scotland father son relationship singl parent loss of father violent father 8981 drama famili gerard butler emili mortim jack mcelhon sharon small kati murphi shona auerbach
3689,All Hat,indian territory horse ranch stetson urbanisierung,10914,Action Comedy Drama Western,Rachael Leigh Cook Luke Kirby Keith Carradine Lisa Ray Graham Greene,Leonard Farlinger,all hat indian territori hors ranch stetson urbanisierung 10914 action comedi drama western rachael leigh cook luke kirbi keith carradin lisa ray graham green leonard farling
3690,The Names of Love,female nudity political voting results,50848,Drama Comedy Romance,Jacques Gamblin Sara Forestier Zinedine Soualem Jacques Boudet Carole Franck,Michel Leclerc,the name of love femal nuditi polit vote result 50848 drama comedi romanc jacqu gamblin sara foresti zinedin soualem jacqu boudet carol franck michel leclerc
3691,Treading Water,fish boy parenting first love troubled childhood,166624,Drama Comedy,Douglas Smith Zo\u00eb Kravitz Ariadna Gil Don McKellar Kim Ly,Analeine Cal y Mayor,tread water fish boy parent first love troubl childhood 166624 drama comedi dougla smith zo\u00eb kravitz ariadna gil don mckellar kim ly analein cal y mayor
3692,Savage Grace,mother sex adultery nudity scandal,10822,Drama,Julianne Moore Stephen Dillane Eddie Redmayne Elena Anaya Hugh Dancy,Tom Kalin,savag grace mother sex adulteri nuditi scandal 10822 drama juliann moor stephen dillan eddi redmayn elena anaya hugh danci tom kalin
3693,Out of the Blue,new zealand gun rampage police independent film neighbor,10844,Drama,Karl Urban Tandi Wright Simon Ferry Matthew Sunderland Lois Lawn,Robert Sarkies,out of the blue new zealand gun rampag polic independ film neighbor 10844 drama karl urban tandi wright simon ferri matthew sunderland loi lawn robert sarki
3694,Police Academy,trainer recruit shenanigan police academy,9336,Comedy Crime,Steve Guttenberg Kim Cattrall G. W. Bailey Bubba Smith Donovan Scott,Hugh Wilson,polic academi trainer recruit shenanigan polic academi 9336 comedi crime steve guttenberg kim cattral g. w. bailey bubba smith donovan scott hugh wilson
3695,The Blue Lagoon,sexual identity shipwreck lovers stranded marooned,5689,Romance Adventure Drama,Brooke Shields Christopher Atkins Leo McKern William Daniels Jeffrey Kleiser,Randal Kleiser,the blue lagoon sexual ident shipwreck lover strand maroon 5689 romanc adventur drama brook shield christoph atkin leo mckern william daniel jeffrey kleiser randal kleiser
3696,Four Weddings and a Funeral,upper class love at first sight wedding vows marriage proposal yuppie,712,Comedy Drama Romance,Hugh Grant Andie MacDowell James Fleet Simon Callow John Hannah,Mike Newell,four wed and a funer upper class love at first sight wed vow marriag propos yuppi 712 comedi drama romanc hugh grant andi macdowel jame fleet simon callow john hannah mike newel
3697,Fast Times at Ridgemont High,sex based on novel nudity friendship high school,13342,Comedy,Sean Penn Jennifer Jason Leigh Judge Reinhold Phoebe Cates Brian Backer,Amy Heckerling,fast time at ridgemont high sex base on novel nuditi friendship high school 13342 comedi sean penn jennif jason leigh judg reinhold phoeb cate brian backer ami heckerl
3698,Moby Dick,based on novel captain boat obsession shipwreck,10339,Adventure Drama,Gregory Peck Richard Basehart Leo Genn James Robertson Justice Harry Andrews,John Huston,mobi dick base on novel captain boat obsess shipwreck 10339 adventur drama gregori peck richard basehart leo genn jame robertson justic harri andrew john huston
3699,25th Hour,prison prisoner dream drug dealer nightclub,1429,Crime Drama,Edward Norton Philip Seymour Hoffman Barry Pepper Rosario Dawson Anna Paquin,Spike Lee,25th hour prison prison dream drug dealer nightclub 1429 crime drama edward norton philip seymour hoffman barri pepper rosario dawson anna paquin spike lee
3700,Bound,prison women's prison suspense mafia lesbian,9303,Crime Drama Romance Thriller,Jennifer Tilly Gina Gershon Joe Pantoliano John P. Ryan Christopher Meloni,Lilly Wachowski,bound prison women' prison suspens mafia lesbian 9303 crime drama romanc thriller jennif tilli gina gershon joe pantoliano john p. ryan christoph meloni lilli wachowski
3701,Requiem for a Dream,drug addiction junkie heroin speed diet,641,Crime Drama,Ellen Burstyn Jared Leto Jennifer Connelly Marlon Wayans Christopher McDonald,Darren Aronofsky,requiem for a dream drug addict junki heroin speed diet 641 crime drama ellen burstyn jare leto jennif connelli marlon wayan christoph mcdonald darren aronofski
3702,State Fair,state fair,27686,Music Romance,Jeanne Crain Dana Andrews Dick Haymes Vivian Blaine Charles Winninger,Walter Lang,state fair state fair 27686 music romanc jeann crain dana andrew dick haym vivian blain charl winning walter lang
3703,Tango,dancer tango musical love,65749,Drama Foreign Romance,Miguel \u00c1ngel Sol\u00e1 Cecilia Narova M\u00eda Maestro Juan Carlos Copes,Carlos Saura,tango dancer tango music love 65749 drama foreign romanc miguel \u00c1ngel sol\u00e1 cecilia narova m\u00eda maestro juan carlo cope carlo saura
3704,Salvador,civil war dictator journalist guerrilla loss of lover,6106,Drama,James Woods Jim Belushi Michael Murphy John Savage Tony Plana,Oliver Stone,salvador civil war dictat journalist guerrilla loss of lover 6106 drama jame wood jim belushi michael murphi john savag toni plana oliv stone
3705,Moms' Night Out,wife husband relationship stress children mother daughter relationship parenthood,252680,Comedy,Sarah Drew Sean Astin Patricia Heaton Logan White Robert Amaya ,Jon Erwin,moms' night out wife husband relationship stress children mother daughter relationship parenthood 252680 comedi sarah drew sean astin patricia heaton logan white robert amaya jon erwin
3706,Donnie Darko,parents kids relationship airplane time travel school presentation school performance,141,Fantasy Drama Mystery,Jake Gyllenhaal Jena Malone Patrick Swayze Maggie Gyllenhaal Drew Barrymore,Richard Kelly,donni darko parent kid relationship airplan time travel school present school perform 141 fantasi drama mysteri jake gyllenha jena malon patrick swayz maggi gyllenha drew barrymor richard kelli
3707,Saving Private Perez,,66607,Action Comedy Foreign,Joaqu\u00edn Cosio Gerardo Taracena Jaime Camil Miguel Rodarte Jes\u00fas Ochoa,Beto G\u00f3mez,save privat perez nan 66607 action comedi foreign joaqu\u00edn cosio gerardo taracena jaim camil miguel rodart jes\u00fa ochoa beto g\u00f3mez
3708,Character,law and ethics,17139,Drama Foreign History,Jan Decleir Fedja van Hu\u00eat Betty Schuurman Tamar van den Dop,Mike van Diem,charact law and ethic 17139 drama foreign histori jan decleir fedja van hu\u00eat betti schuurman tamar van den dop mike van diem
3709,Spun,independent film speed freak junky cop boy toy porn magazine,12079,Comedy Crime Drama,Jason Schwartzman Mickey Rourke Brittany Murphy John Leguizamo Chloe Hunter,Jonas \u00c5kerlund,spun independ film speed freak junki cop boy toy porn magazin 12079 comedi crime drama jason schwartzman mickey rourk brittani murphi john leguizamo chloe hunter jona \u00c5kerlund
3710,Life During Wartime,dark comedy independent film,39800,Comedy Drama,Ally Sheedy Paul Reubens Shirley Henderson Allison Janney Michael Kenneth Williams,Todd Solondz,life dure wartim dark comedi independ film 39800 comedi drama alli sheedi paul reuben shirley henderson allison janney michael kenneth william todd solondz
3711,Sympathy for Lady Vengeance,independent film,4550,Drama Thriller,Choi Min-sik Lee Young-ae Kwon Yea-young Go Soo-hee Kim Bu-seon,Park Chan-wook,sympathi for ladi vengeanc independ film 4550 drama thriller choi min-sik lee young-a kwon yea-young go soo-he kim bu-seon park chan-wook
3712,Mozart's Sister,royal court overbearing father harpsichord 18th century,62116,Drama,Marie F\u00e9ret Marc Barb\u00e9 Delphine Chuillot David Moreau,Ren\u00e9 F\u00e9ret,mozart' sister royal court overbear father harpsichord 18th centuri 62116 drama mari f\u00e9ret marc barb\u00e9 delphin chuillot david moreau ren\u00e9 f\u00e9ret
3713,Mean Machine,prison sport amateur soccer soccer coach,9991,Comedy Drama,Vinnie Jones David Kelly David Hemmings Ralph Brown Vas Blackwood,Barry Skolnick,mean machin prison sport amateur soccer soccer coach 9991 comedi drama vinni jone david kelli david hem ralph brown va blackwood barri skolnick
3714,Exiled,,13807,Action Crime Thriller,Anthony Wong Francis Ng Simon Yam Nick Cheung Richie Ren,Johnnie To,exil nan 13807 action crime thriller anthoni wong franci ng simon yam nick cheung richi ren johnni to
3715,Blackthorn,robbery miner treachery sundance kid native peoples,68818,Adventure Action Western,Sam Shepard Magaly Solier Eduardo Noriega Stephen Rea Daniel Aguirre,Mateo Gil,blackthorn robberi miner treacheri sundanc kid nativ peopl 68818 adventur action western sam shepard magali solier eduardo noriega stephen rea daniel aguirr mateo gil
3716,Lilya 4-ever,suicide sex sweden underground nightclub,12093,Crime Drama,Oksana Akinshina Artyom Bogucharsky Lyubov Agapova Liliya Shinkaryova Elina Benenson,Lukas Moodysson,lilya 4-ever suicid sex sweden underground nightclub 12093 crime drama oksana akinshina artyom bogucharski lyubov agapova liliya shinkaryova elina benenson luka moodysson
3717,After.Life,wheelchair nightmare funeral injection crying,36419,Drama Horror Mystery Thriller,Liam Neeson Justin Long Christina Ricci Josh Charles Chandler Canterbury,Agnieszka Wojtowicz-Vosloo,after.lif wheelchair nightmar funer inject cri 36419 drama horror mysteri thriller liam neeson justin long christina ricci josh charl chandler canterburi agnieszka wojtowicz-vosloo
3718,Fugly,,281730,Comedy Drama Thriller,Jimmy Shergill Mohit Marwah Kiara Advani Vijendar Singh Arfi Lamba,Kabir Sadanand,fugli nan 281730 comedi drama thriller jimmi shergil mohit marwah kiara advani vijendar singh arfi lamba kabir sadanand
3719,One Flew Over the Cuckoo's Nest,individual rebel self-destruction wheelchair lunatic asylum,510,Drama,Jack Nicholson Louise Fletcher Danny DeVito William Redfield Scatman Crothers,Milo\u0161 Forman,one flew over the cuckoo' nest individu rebel self-destruct wheelchair lunat asylum 510 drama jack nicholson louis fletcher danni devito william redfield scatman crother milo\u0161 forman
3720,R.L. Stine's Monsterville: The Cabinet of Souls,,362105,Comedy Horror,Dove Cameron Katherine McNamara Ryan McCartan Laine MacNeil Briana Buckmaster,Peter DeLuise,r.l. stine' monsterville: the cabinet of soul nan 362105 comedi horror dove cameron katherin mcnamara ryan mccartan lain macneil briana buckmast peter deluis
3721,Silent Movie,screenplay stuntman slapstick mime hollywood,10970,Comedy,Mel Brooks Marty Feldman Dom DeLuise Sid Caesar Harold Gould,Mel Brooks,silent movi screenplay stuntman slapstick mime hollywood 10970 comedi mel brook marti feldman dom deluis sid caesar harold gould mel brook
3722,Airlift,evacuation war based on true story iraq war,375290,Thriller Action Drama History,Akshay Kumar Nimrat Kaur Feryna Wazheir Lena Purab Kohli,Raja Menon,airlift evacu war base on true stori iraq war 375290 thriller action drama histori akshay kumar nimrat kaur feryna wazheir lena purab kohli raja menon
